cluster,raised,goal,engagement,success,donors,shares,length,city,state,title,url,story
4,9540,9540,22,100,45,122,3,FREELAND,WA,Help Heal Marnie,https://www.gofundme.com/help-heal-marnie,My friend Marnie was struck by a sledder while playing with her children in the snow on December 29. Her ambulance ride and emergency room treatment count towards her $7500 2018 health insurance deductible  and sadly all follow up  including diagnostics and an impending surgery  will count towards a brand new 2019 $7500 out of pocket limit.She has already used her $1000 emergency fund to cover the first bills and is trying to figure out how to handle the remaining payments without jeopardizing her family’s security.Marnie is my co-worker and a hard-working  committed employee of the Whidbey Institute  as well as a community advocate and a volunteer for social justice projects. She is also a mother of three with two children still at home and one off to college.Marnie estimates her out of pocket costs for this injury to be a total of $15 000 by the time it’s done  plus many hundreds of dollars in incidental costs. Her recovery time is estimated to take 6-12 months.Marnie’s work at the Whidbey Institute is invaluable. Her generous spirit and warm demeanor constantly uplift and remind me of how I want to walk in the world. She always has time to answer a question  offer a kind word  or listen with focused attention.Please consider donating or sharing the word with others in your network about this opportunity to help a hardworking friend and mom! Any amount helps! Even $5 or $10 will help with her many ferry trips to the doctor.The details of Marnie’s diagnosis include ruptured tendons and ligaments requiring surgical repair  a dislocated and fractured patella  a bone fragment trapped between the patella and underlying structures  and a severely damaged meniscus. Surgery will probably take place in February  as her surgeon can’t operate until the swelling is reduced.
12,5713,35000,11,16,79,555,5,SACRAMENTO,CA,Help for CC and Jack,https://www.gofundme.com/help-for-cc-and-jack,As some of you may already know  my dear friend Carolyn Crane and her husband Jack Pope have been fighting his cancer for over two years. Jack was diagnosed with an aggressive form of cancer  soft tissue sarcoma  in 2016. After recovering from multiple surgeries  chemotherapy  and radiation  Jack was stricken with stage 4 melanoma in his brain last March. He has continued to fight but is now home with hospice care. Carolyn has been by his side every step of the way. They have  held each other up during this incredibly difficult time with love  gentle humor  and a shared passion for their rural homestead. No one I know has fought harder to hold on to this life  but now Carolyn must face a future without her beloved. As the sole breadwinner in the family and with basic health insurance  Carolyn has struggled to finance Jack's treatment and care. She has seen to it that he had the best available  and as a result is deeply in debt. Jack continues to need home care that is not covered by insurance and Carolyn is also exhausted from working several jobs without a break over the last two years. She needs a rest. In addition to financing current needs  I would like to help her start her next chapter without the burdens of debt and exhaustion  or at least have them alleviated somewhat. I respectfully request donations of whatever you can afford. If you cannot afford to give  then please consider prayers  in-kind donations for self-care   and loving words  as these will help to feed Carolyn's soul. I also make this request in honor of Jack  who has made my friend so happy  and for his continued  peace and well-being on his journey.
4,5700,10000,8,57,50,521,2,OGDEN,UT,Shawn and Shelby Medical Fund,https://www.gofundme.com/shawn-and-shelby-medical-fund,Shawn was just diagnosed with Colon Cancer. Shelby has been having serious back problems for the last year. She cant work  so he works 40+ hours a week to pay the bills  which is barely enough. His health insurance wants a 6500 deductible before they cover any of it. Shelby already has some medical bills. They were just married in September last year  they plan to have kids in the future. Please help them to reach the deductible and get through this long upcoming journey. Thank you.
6,5700,5000,16,114,59,254,1,OREGON,WI,Nate&apos;s Emergency Surgery Support,https://www.gofundme.com/nate039s-emergency-surgery-support,Dear friends and family  As many of you know  Nate has severely suffered from Diverticulitis flares for many years. At this time  he is at UW Health Hospital in Madison  WI where he has been for the past 12 days. Nate has undergone Emergency Surgery stemming from this debilitating disease that quickly became life threatening. While we are very fortunate in many ways  high health care costs and the lack of paid family and medical leave have left him unable to afford this critical procedure and his regular occurring bills on his own. We're asking our community for support. Nate has been afflicted with stomach and bowel issues since he was a child. Over the years he has sought to find out what caused his pain with no clear results. Flares would come and he’d be given antibiotics by clinics and hospitals with the hopes that it would fix the problem  but still he had no idea what the problem was. Just before he turned 30 he finally had a diagnosis  Diverticulosis. Unfortunately for Nate  his diverticulitis flares continued regardless of changes in diet and exercise. On February 21st  Nate was in extreme pain from another diverticulitis flare and visited his local urgent care for antibiotics. On this visit the doctor expressed concern and sent for a CT scan to be done immediately. From there things spiraled into an unexpected direction  Nate was advised that the scans showed a lot of inflammation with several abscesses along with a large abscess which was perforating. He was checked into the ER and then admitted shortly thereafter. After 3 days in the hospital  another CT scan was completed and the doctors found that the infection had gotten much worse. Nate was rushed into Emergency Surgery on the 25 that which point they found that his colon had ruptured and the infection had caused so much inflammation to his colon that it had fused itself to his bladder. During surgery they removed his Sigmoid Colon and completed an Ostomy. Additionally  his colon had to be chipped away from his bladder causing damage to his bladder. His bladder was repaired and a Foley Catheter was placed to keep the bladder drained while it healed. As a result of the severity of the infection the surgeons were unable to stitch his incision up  instead the inside strength layer of the abdomen was closed and the 8 inch incision down the outside of his abdomen was left open with a few staples strategically placed on the skin layer. This will allow for the incision to slowly heal from the inside out. Since the surgery Nate has made progress towards healing  though slower than expected. The first 5 days after surgery were found to be the most difficult. The recovery period has been rough for him and has been accompanied by lots of abdominal pain from the incision as well as pressure from gas and bloating as his body learns to process foods again.At this point Nate is 9 days into his recovery from surgery and is working with the nurses and doctors at UW Health to learn at home care. In order to leave the hospital his white count has to be below 15 and his incision must be healing properly. Nate has currently missed about 2 weeks of work and will additionally miss another 2 weeks or more before he will be released to return to work. In 3 months he will have to undergo another surgery to have his colon re-attached to itself which will lead to an additional 2 weeks of missed work during the procedure and recovery. We are cautiously hopeful that under the care of these doctors  this surgery could be curative  freeing Nate from the debilitating pain that he has suffered from for many years. While we feel incredibly fortunate that Nate’s infection was caught before a more dire result  we need your support to help carry the financial burden of the surgery  hospital stay and multiple unforeseen missed days of work. Due to the high cost on his health insurance and at least six weeks of income that Nate will lose without access to paid family and medical leave  we are asking those who are willing and able to give to help him recover from this difficult time. Thank you for your love and support. If you've read this far  we're already grateful for your care and compassion. If you can't support financially  and would like to offer support in other ways  you are also appreciated  we are so thankful to have you in our lives.
15,5555,25000,38,22,66,43,1,SUMMIT,NJ,Help Sharon - A dedicated educator,https://www.gofundme.com/help-sharon-a-dedicated-educator,Sharon deLagarde  our dear colleague and friend suffered a stroke on 11/13/2018.  Sharon has unfortunately been out of work since the incident and has exhausted all of her sick days. As of January she has had no income  and is paying for her health insurance as well as all her other expenses (rent  groceries  transportation  etc.). Sharon is at risk of losing her apartment and health insurance while she is going through the process of recovery and healing. Unfortunately  stroke recovery takes an extended period of time  and while she has made some progress  she will not able to return to work anytime soon. Sharon has been a dedicated paraprofessional for 15 years and is well loved by the children and staff. She is always willing to help others  and we want to help her now. Please consider donating to help Sharon! We appreciate your support.
8,5554,50000,12,11,80,514,2,AUSTELL,GA,Alesha&apos;s journey to healing-God has the final say!,https://www.gofundme.com/alesha039s-journey-to-healinggod-has-the-final-say,**** SUPER LONG POST  BUT WELL WORTH THE READ! Please SHARE this post. Word of mouth travels fast  and time is critical in this delicate matter. ******SHARE POST*******This GoFundMe campaign was launched for those who have asked how to make monetary donations to support Alesha while she is unable to work and care for herself.  The biggest misconception is that people involved in motor vehicle accidents come out on top with loads of money.  That couldn't be farther from the truth in this instance.  Health insurance and Auto Insurance companies are the hardest to get anything out of and right now there is no payout and many medical related things we will have to figure out a way to cover.  Alesha experienced a catastrophic motor vehicle accident resulting in a spinal cord injury  classified as a functional/mobility impairment secondary to T9 ASIA impairment scale   She was admitted to Sheperd Center in Atlanta  Georgia on January 8th  2019 for further medical management and to assess physiological impairments to initiate all aspects of acute rehabilitation including but not limited to: Physical Therapy  Occupational Therapy  Therapeutic Recreational Therapy  Case Management  Rehab Nursing and Neuropsychology.  She is expected to be discharged from the Sheperd Center as early as February 26  2019.  In the past patients with these type of catastrophic injuries would be afforded inpatient care for 4-6 months  but unfortunately its no longer that way.  Alesha will transition to Shepherd Center's intensive outpatient rehab Spinal Cord Day program. As a result of her spinal cord injury  she is unable to stand  walk  transfer or negotiate steps without assistance.  She is wheelchair bound and will need caregiver assistance from her mother and support system.    This type of life change will not only effect Alesha's employment  but her mothers so that she can be available to care for Alesha.Funds will assist with paying bills  car payment & insurance premium  housing  medical treatment  therapy  counseling  rehab  adapting to life in a wheelchair.  There is no amount too little and it means a lot that people want to donate from the heart to support  Alesha and relieve some of the financial strain so she can focus on her recovery.Now this is not a letter begging for anything  it’s just a simple cry out for people of faith to gather together and tap in to all the resources we can to help a family that is in great need. Blessings we are in need of:1. Looking for people who may know private owners  realtors  friends/family with rental property who will to rent to me with a family of 7. I am in need of a home to be moved into by February 15 2019 so time is CRITICAL!!!  I have challenged credit but I pay my rent and utilities on time. Possibly a 4-5-bedroom ranch style with a basement.  In need of wide doors that is wheelchair accessible with a walk-in shower in one of the bathrooms. We need the option of special accommodations and/or modifications to add a ramp to get my child in and out of the home. 2. Anyone who may have a MOVING COMPANY and would like to donate a truck for the move.3. People with resources on gently used handicap bathroom accessories (shower chair) to properly bathe and seat her.  4. Someone who has resources on ordering medical supplies in bulk that may come at a reasonable price. Things of that nature. 5.  Anyone with a mini-van for donation or sale (for a special price or payment arrangements) with or without a wheelchair lift.  We will need a spacious vehicle to transport Alesha in for therapy and doctor appointments for her continued care. I am humbling asking for everyone who sees this post to help brainstorm and put our minds and resources together to turn a bad situation into a mighty testimony!Once again  we thank you all for your love and support at this trying time in our lives. We do believe in the POWER OF PRAYER  so keep interceding on our family’s behalf.  We also  know the power of SOCIAL MEDIA and that with a simple click of a button this message can be shared all over the world in a matter minutes. So please SHARE SHARE SHARE this post and let’s keep it going so that we have the opportunity to tap into as many resources as possible.Thank you and God Bless!
16,5541,10000,9,55,64,599,5,PHOENIX,AZ,On her way to recovery,https://www.gofundme.com/Gracielapedroza,Our mother  Graciela Pedroza  suffered a severe stroke on Friday  October 19th while coming back from Mexico. She was in Zacatecas for her father-in-law’s funeral services and was on the road when the stroke occurred. While she was rushed to a Mexican clinic in Juarez  she did not receive proper care and her brain underwent severe damage. Fortunately  she was taken to the University Medical Center in El Paso  Texas  where she is currently receiving medical care. She is surrounded by an amazing staff who are doing everything they can to stabilize her condition. Unfortunately  she does not have health insurance and all of her medical treatment is going to be very expensive. The goal is for her to be stable enough to be returned to her home in Goodyear  AZ. Graciela is a family oriented person of great faith. She is a strong woman and is doing everything she can to fight on. We have faith in God that she will recover from this and that she will once again be the loving  caring  and hard-working woman that we know her to be. The road to recovery will be a long one filled with days of great progress and nerve-wracking setbacks. Anything you can provide to her and her family during this difficult time would be greatly appreciated. Please keep her in your thoughts and prayers. Thank you for all of your support and for taking the time to share and/or donate to this cause. God bless you and your loved ones - Pedroza Family Nuestra madre  Graciela Pedroza  sufrió una embolia cerebral severa el viernes  19 de octubre  mientras regresaba a casa de México. Ella estaba en Zacatecas por los servicios funerarios de su suegro y estaba en la carretera cuando ocurrió. Ella fue apresurada a una clínica Mexicana en Juárez  desafortunadamente ella no recibió la atención apropiada y su cerebro sufrió daño severo. Afortunadamente  fue llevada al centro médico de la Universidad en El Paso  Texas  donde actualmente está recibiendo atención médica. Ella está rodeada por un personal médico increíble que están haciendo todo lo posible para estabilizar su condición. Desafortunadamente  ella no tiene seguro médico y todo su tratamiento médico va a ser muy costoso. El objetivo es que ella sea lo suficientemente estable como para ser devuelta a su casa en Goodyear  AZ. Graciela es una persona orientada a la familia y de gran fe. Ella es una mujer fuerte y está haciendo todo lo posible para luchar y recuperarse. Tenemos fe en Dios que ella se recuperará de esto y que una vez más será la mujer amorosa  cariñosa y trabajadora que sabemos que es. El camino a la recuperación será largo y lleno de días de gran progreso y de reveses estresantes. Todo lo que pueda proporcionarle a ella y a su familia durante este difícil momento sería muy apreciado. Por favor  manténgala en sus pensamientos y oraciones. Gracias por todo su apoyo y por tomarse el tiempo para compartir y/o donar a esta causa. Dios los bendiga a ustedes y a sus seres queridos- Familia Pedroza
19,5540,22000,11,25,26,176,3,AUSTIN,TX,Support Maria Battleing Kidney Disease Stage 5,https://www.gofundme.com/support-maria-battleing-kidney-disease-stage-5,Dear  Family  Friends and Friends of Friends As some of you may already know My Mother has been battleing with Kidney Disease for 2 years and unfortunately She has reach Stage 5 Kidney Failure.We are at a point where the hospital has started her on dialysis.We are having issues because She doesn’t apply for health insurance while we figure out the insurance situation we have cover the full cost of dialysis treatment.My mom Maria has always been a happy friendly loving and caring person She is an amazing Mother and  Grandmother She has always been willing and happy to help others.But now She needs our love and support more than ever. During this tough time We will appreciate any support we can get Dialysis is very crucial for her so Please keep her in your prayers.Querida  Familia  Amigos y Amigos de Amigos.Como ya muchos de ustedes saben Mi Madre Maria Garcia a estado luchando por 2 años con problemas de Insuficiencia Renal desafortunadamente ella a llegado a etapa 5 de su enfermedad de Riñon.Estamos en el punto que el hospital la a comenzado en diálisis.Estamos teniendo problemas porque no tiene cobertura médica que se haga cargo de los gastos de diálisis.Mi Madre Maria siempre a sido una persona alegre  amigable  amorosa y llena de vida dispuesta ayudar a otros pero ahora ella necesita nuestro amor y apoyo más que nunca.Durante estos momentos difíciles agradeceríamos mucho su apoyo y cualquier ayuda que nos pudieran proporcionar.Es muy importante que ella reciba el tratamiento para mejorar su condición de Salud.Pedimos Oración por ella y su recuperación.De ante mano agradecemos su ayuda
6,5518,5000,23,110,123,295,5,LOSANGELES,CA,Help Justin high kick again,https://www.gofundme.com/help-justin-high-kick-again,UPDATE:Wed. 11/07Hi friends and family  I'm out of surgery. I'm on drugs. I am woozy but OK. The nurses and staff here have been very lovely. I have this GoFundMe Campaign to help me cover these extremely high costs. I'm trying to raise $5K for my surgery bills  copays  physical therapy costs  and my unpaid time off work while I recover. If any of you are able to help me out I would be forever in gratitude. Thank you so much! Lots of lovexxJustin-------------Hello Friends It's a bit embarrassing and humbling to ask you all for help  thanks for reading my story. I need to get surgery on my left knee and I'm hoping for some assistance as I get this procedure done and recover.Many of you know me from my involvement in  music. I've been a touring musician since I was 15 years old. I have had the fortunate pleasure of recording and touring with acclaimed underdogs Clorox Girls  Red Dons  LA Drugz  Maniac  and Suspect Parts.As music doesn't pay the bills  I have worked dozens of jobs over the years  and recently became a full-time freelance American Sign Language interpreter. My mom  stepdad  and aunt are deaf  so I grew up immersed in Deaf culture and was able to sign before I could talk. After years of low-paying and soul destroying jobs (including a few excruciating years as a dental supply salesman)  I realized that I could have a rewarding profession working with the Deaf community.  It's going great so far  but as I'm freelance  my income isn't always stable and sometimes it can be difficult as most freelance agencies pay monthly on varying schedules. ASL Interpreting can be a potentially lucrative and fulfilling profession  but in this case I may need a bit of a running start.  So far so good though  some recent highlights include a couple of TV appearances on Jimmy Kimmel and Entertainment Tonight. To keep in shape  I play full court basketball with a group of writers  actors  comedians and a couple of semi-retired comedy writers who wrote for shows like Sanford and Son  Punky Brewster  Seinfeld  and Sister Sister.  One day I tore the meniscus in my left knee in two places and badly bruised my ACL.  At first I could barely walk  and while it did somewhat heal  the docs told me that I need surgery on my left knee or I'm at risk of constant inflammation and pain for the rest of my life. Right now I have discomfort and pain in my knee when climbing stairs  hills  long walks  or any kind of heavy lifting or prolonged physical activity. The docs have scheduled me for a meniscus repair surgery at 7am on Nov 7th 2018.I hope to one day be able to enjoy the physical activities I love again  including long walks  hikes  yoga  full court basketball  and of course a few high kicks onstage with my punk rock bands. I think I can get there with some surgery  physical therapy  and a little help from my friends.It's admittedly embarrassing and humbling to ask for help. I do have health insurance  and they will pay for 80% of my surgery  but I will have to pay about $3000 out of pocket  and I won't be able to work for 2-4 weeks. There will also be co-pays and additional cost for post-surgery physical therapy sessions.  As I'm 100% freelance  unpaid time off work will be very difficult financially. Right now its impossible for me to cover the surgery  related costs  and loss of income on my own. I'm hoping to raise $5K so that I can afford my surgery/medical bills  be prepared for physical therapy costs  and to help cover my bills for the 2-4 weeks I'm unable to work. For some people that might not be a lot of money  but to me it is huge and will help me bounce back. Really appreciate it everyone! Thank you very much for your help.  Lots of love.Your friend Justin Maurer www.justin-maurer.com
5,5490,75000,9,7,85,723,4,CARROLLTON,TX,Please Help My Dad Battle Stage 4 Breast Cancer,https://www.gofundme.com/please-help-my-dad-battle-stage-4-breast-cancer,I know we have not mentioned because we all have been trying to stay strong during this Holiday season  but My Father Mark Pederson was diagnosed with stage 4 Breast Cancer which has spread to his lungs  lymph nodes and spine. I do not know if you have experienced cancer within your family or close loved ones  but it is not the most exciting news especially when it is your Father/Best Friend. Watching someone you use to go jog and exercise with to not being able to walk across a room or do the simple things like get ready or shower at home without stopping to catch their breath from lack of oxygen in lungs is horrific and devastating. I love my father and as much as I can do anything for him physically him not being able to DJ/work full time and having no health insurance has taken a toll on his income and living situation is very hard and rough right now. My family and I are praying and hoping that God restore his health and get this process going so that it takes less stress off of him financially and physically. My family and I please ask if you can pray for his health and finances and to donate anything at all to help him in his time of need that you pray hard about it and if you can help us support him financially during this hard time for us all then please do so. I and my Father have been hard on myself to ask for help during this time as I and my Father never want to ask for help  but the amount of finances he has taken on just my Family and I just can't endure alone. We Love him very much and want to help him so please if you can find it in your hearts to give a little for my Father we ask that you please donate and also pray for his health and recovery. The Pederson Family wishes you a Very Merry Christmas and Happy Holidays and we thank you from the bottom of our hearts for your support and prayers.God Bless!
9,5490,27000,14,20,40,213,5,TEMECULA,CA,Proton Therapy Treatment for Karen,https://www.gofundme.com/proton-therapy-treatment-for-karen,Karen Armstrong  is the caregiver  supporter  and cheerleader for so many others.  A through and through special educator  she has devoted her career to helping others achieve to their potential and obtain the resources needed to do so.   Karen is a loving and devoted wife and mother  as anyone who has spent any time with Karen would know  always putting the needs of her family first. Karen is the type of person who you can count on to lift you up when you're down  and never expects anything in return.6-months ago  Karen was diagnosed with breast cancer. She went through her initial diagnosis and surgery with a positive and courageous mindset  and returned to her caregiver role at work and in her personal life soon after the first phase of treatment (despite her family and friends and colleagues concern).  The second phase of treatment approaching  Karen's health insurance provider declined her oncologist's request for Proton Beam Therapy as an alternative to radiation and chemotherapy.  The short and long term health effects differ significantly between the two types of treatment.   Despite Karen's oncology team at Loma Linda University Hospital recommending her as an ideal candidate for Proton Beam Therapy to eradicate the cancer from her body   she was declined by corporate insurance. She persisted  going through the appeals processes  always the opimist with a positive and courageous mindset.Karen believed that the insurance would do the right thing when presented with the medical evidence from her providers.  That did not occur.  Soon after the final appeal was denied  she met with the Proton Beam Therapy program from Loma Linda University Hospital  and was informed that the cost of Proton Beam Therapy as a private pay patient would be $27 000.   Karen and her family were faced with a hard decision between two options  both with significant risks.  Ultimately  and with the encouragement of loved ones  they chose the financial risk over the long-term global health risks associated with the radiation and chemotherapy option covered by the insurance plan. Karen and Craig are nearing retirement  and have three college aged children.   As the ever generous and giving caregiver  Karen is in need of some support from her loved ones and extended community of friends and colleagues.  Every little bit goes a long way in supporting a woman whose life is devoted to the well being of others.  The goal of this campaign is to reduce the financial stress and impact of private pay cancer treatment on Karen and her family. A reduction of stress will allow Karen to focus her energy on healing  giving her the best chance to respond favorably and rapidly to her treatment.  Please help us in our support of Karen Armstrong.
11,5490,10000,47,55,75,9,2,NAPA,CA,Gratitude 2019,https://www.gofundme.com/gratitude-2019,Sam  my mother's cousin and best friend was recently diagnosed with Stage III bladder cancer. With a fresh new move and a new lease on life  Sam was looking to start his next adventure in Tahoe. As fate would have it  he was diagnosed with cancer. With no health insurance and no immediate family  Sam has opted not to seek treatment. This fund was created to make his journey for the next 18-24mo as comfortable as possible  medicinally.  Bladder cancer is one of the most painful cancers to endure.
16,5484,193000,16,3,68,283,4,DRAPER,UT,DO iT FOR D!,https://www.gofundme.com/do-it-for-d,"￼Donna Patel had a very sudden and RARE illness occur in October of 2018. She is an extremely active  hardworking  and outgoing elementary teacher that has completely lost her ability to work! She spends her year working in the states and her summers teaching abroad and traveling. In October of 2018  she was diagnosed with Varicella-Zoster Meningitis  which was found after a lumbar puncture and it indicated that she had 388 White Blood Cells in her cerebral-spinal fluid. Neurologists begin to worry when the white blood cell count is at 10!!Her infectious disease doctor has clearly stated that she could have been paralyzed or died if she didn't get to the ER any sooner! Between the various infectious disease doctors and multiple neurologists that have looked into her case  NONE of them have seen a case like Donna's before. In other words  she basically grew shingles in her brain! As of now  doctors are still trying to figure out how to treat the patient's rare form of Varicella-Zoster Meningitis  but with very little literature/studies done on this diagnosis  it has been difficult. Most patients with Meningitis are treated for 7-10 days with IV antibiotic  but Donna is currently at 37 days of aggressive treatment through a picc line to her heart with routine doctors visits. Her RARE form of Meningitis has caused more complication with her case. Recently  she was diagnosed with Left Hemiparesis and TRANSVERSE MYELITIS (VERY UNCOMMON)  which was caused after a mini stroke on 11-16-2018 and she was admitted to the Neurology unit at IMC. She has spent a total of 30+ days in the hospital  continues to make trips to the ER  (due to nerve damage) among other things  and has lost her mobility on the left side of her body. As well as  having difficulty with immediate memory loss  sensitivity to light (explains the sunglasses)  and fine motor skills (can not text for longer than 10 minutes or write with a pen). She is currently on home health nursing  has trouble keeping food down  is using a walker  has occupational therapy  physical therapy  behavioral health counseling and continues IV treatment  among several other daily prescription medications. She went from teaching and traveling around the world to save/protect animals to being a girl that's trapped in an \old man's body \"" as she would say. On top of everything else  she is losing all of her hair and we all know how beautiful her naturally long hair is and how much she LOVES it. She's been a warrior through all of this  but losing her hair has been tough! Along with missing the entire holiday season  starting with Halloween and now we are almost to Christmas but things are not looking up. Missing Halloween was a hard pill for Donna's creative self to swallow  since she has two awesome costumes for this year  but having to go to the ER on Thanksgiving was even more earth shattering for her. It was bad enough that she did not get to spend her Thanksgiving cooking up a storm as usual  but even worse with the nerve pain and the inability to even sit down or to hug anyone due to the extreme pain she is enduring!! Her birthday is coming up in just a few days and this will be her worst/saddest birthday to date. The holiday season will pass her by and although she continues to stay as positive as she can  we all know this has jaded her spirit. Please send positive vibes her way! We need all the love and support she can get! As of now  DP is drowning in medical bills and is physically and mentally (memory loss) unable to work. Losing her ability to work has most certainly hit her hard because she LOVES her job more than anything else in the world.  It is now up the neurologists and Donna's rehab recovery progress  for the coming year. She is a young female living in the state of Utah where she is not able to collect any kind of short term or long term disability due to her age and is not making any income at all. She has no idea how she is going to pay for her next health insurance premium  phone bill  car insurance  rent  or even utilities. Getting Medicaid has been a serious issue in the state of Utah! There is no specific timeline on how long her disabilities will continue  but the doctors at Johns Hopkins  in Maryland  have suggested that it should take 6 months. We are praying for a full vision  physical  and hopefully full brain recovery as well! D's memory and concentration loss has been the most difficult part of this process for her. ANY AND ALL HELP WOULD BE GREATLY APPRECIATED AND DP WOULD BE FOREVER GRATEFUL FOR YOU! At this point she has spent all of her savings to pay for her health insurance premiums  which are super high and has no financial support in other ways. PLEASE help us RAISE 'TM' AWARENESS and DO IT FOR D!!!! THANK YOU IN ADVANCE! --WITH LOVE  P.S.The funds from this Campaign will be withdrawn to get D through physical therapy and pay for her rent while she is unable to work.My name is Zar and I am D’s significant other  I have been helping her through this healing process and I will be facilitating the funds to her.￼￼￼￼￼￼￼￼￼\""Life is about the journey  not the destination.\"" -Anne Coleman"""
12,5480,25000,11,22,57,403,24,CANTON,GA,Help Trevor Smile a Toothy Grin Again!!,https://www.gofundme.com/help-trevor-smile-a-toothy-grin-again,We are raising money for our beautiful boy Trevor!!  Trevor has had quite a journey in his 27 years on this earth!  Its time to help him become more comfortable in this life by allowing him to eat properly  not hurt so much and fully smile again!!  Its been over two decades since he last smiled a toothy grin.  Why?  When Trevor was just past his 4th birthday he was having trouble sleeping at night.  One night his breathing was stopping and we took him to the ER.  Soon the nightmare began when we were greeted by an Oncologist and told our precious son had a very rare and aggressive cancer.  It turned out he had stage 3 Rhabdomyosarcoma which was inoperable and wrapped all through his sinus cavity and growing down his throat.  Research told us this was very serious and he may have had at the time about a 20% chance of survival. Since it was so aggressive and fast moving  he had a very aggressive treatment regime which started immediately with a maximum dosage of radiation treatments to his head/face.  We were warned by the radiologist that the procedure would be effective in knocking the cancer down but would cause various side effects such as scarring in his throat   mouth and sinus area  damage to his teeth  damage to his facial bones and damage to his pituitary gland and hypothalamus. The radiation was a success and really knocked the cancer down to a point where the next year of chemotherapy could potentially knock it out.  However the radiation was devastating and burned his mouth so badly it was charred black and he was IV fed for a few months.  He had received the maximum dosage of radiation (RADS) over many many treatments.  He was such a trooper and the secret of his success and survival was his tremendously high pain tolerance  tolerance of the medications and his strong resolve to live and do what he was told.  During 1996 Trevor nearly passed away three times due to medication allergies and infections but emerged on the other side still alive.  Since 1996  Trevor has graduated from High School  taken some college classes  earned his Eagle Scout award and is a fine fine young man we all are very proud of.  His love of the wilderness and the mountains keeps him living in a converted van currently in Salt Lake City.  Previously he's lived in Jackson WY and Breckenridge CO.  He is a gifted rock climber and photographer and he see's the world thru very old experienced tranquil eyes that have fought and fought and seen and experienced things no one should have to endure.  He recently picked to live  work and climb in Salt Lake City because one of the most talented surgical prosthodontists resides there and is going to help Trevor with some of the after-effects of his treatment that he struggles with.  Most adults have 18 teeth on our top jaw and 18 on the bottom.  Trevor has only 7 on top as many have fallen out or never came in.  The radiation basically froze his face and lower head into the size and maturity of a 4 year old.  Many of his adult teeth never came in  a number of his baby teeth never fell out until they broke apart and the adult teeth he did have had their roots shortened by the treatment making them all lose.  Four teeth are still up sideways in his gums.  Trevor struggles to eat  has constant pain and just doesn't smile due to the mess he would show if he did.  This Go Fund Me is to raise the funding necessary to remove the last 7 teeth he has plus the 4 that are up in his gums causing pain.  He will receive this treatment as soon as the monies are raised!!  Health insurance won't cover this nor dental due to annual cost limits.  The surgeon will put 4 posts into his jaw bone and put specially fabricated bridges in so that when done Trevor will have a mouth of teeth to be proud of!  His palate is very narrow and small so everything is extra challenging.  The proceeds will pay for his treatment  pay to get him into a hotel room for a week or so to recover so he has clean water  bedding and facilities and allow a family member to fly out and help him during and after surgery.  This won't be the end of Trevor's daily struggles but will at least allow him to eat the foods he wants and reduce his pain levels.  He still is stared at constantly by kids and adults which can be very hurtful to Trevor but kudos to him for living his life and letting most troubles roll of his back.  He even had a man the other day in Georgia get in his face and ask him point blank why he looks like he does.  The guy wasn't even nice about it.  When I'm with Trevor I'm continually blown away by his grace  poise and strength as in the end he is thankful to be alive and thankful for his wonderful life.  He mourns everyday the loss of so many of his friends that weren't as lucky as he to survive this scourge we call pediatric cancer   Thank you for giving what you can to Trevor and please please in the future give to charities that focus on pediatric cancer research and support!  It's badly overlooked and so many kids suffer each and everyday along with their parents and friends.
