All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID
03/23/2011,Iron Mountain Incorporated (NYSE:IRM),NYSE:IRM,Investor Activism,Settled,-,Davis Selected Advisers LP,-,IQTR139496568
03/22/2011,"Fox Chase Bancorp, Inc.",-,Investor Activism,Withdrawn,-,"Broad Park Investors, LLC; LSBK06-08, LLC; CBPS, L.L.C.; Veteri Place Corporation",-,IQTR142437509
03/21/2011,Verizon Communications Inc. (NYSE:VZ),NYSE:VZ,Investor Activism,Unsuccessful,-,Association Of Belltel Retirees,-,IQTR130800756
03/18/2011,"Navidea Biopharmaceuticals, Inc. (AMEX:NAVB)",AMEX:NAVB,Investor Activism,Settled,-,Platinum Management (NY) LLC,-,IQTR130341300
03/17/2011,Actelion Ltd,-,Investor Activism,Unsuccessful,-,Elliott Management Corporation,-,IQTR132235923
03/16/2011,Total Telcom Inc. (TSXV:TTZ),TSXV:TTZ,Investor Activism,Unsuccessful,-,-,-,IQTR280954500
03/15/2011,Diversified Royalty Corp. (TSX:DIV),TSX:DIV,Investor Activism,Settled,-,Second City Capital Partners; I.A. Michael Investment Counsel Ltd.,-,IQTR130823533
03/11/2011,99 Cents only Stores LLC,-,Investor Activism,Unsuccessful,-,"FBR Investment Management, Inc.",-,IQTR129561333
03/11/2011,Paybox Corp.,-,Investor Activism,Settled,-,Metropolitan Venture Partners; Tall Oaks Group Llc,-,IQTR129562152
03/11/2011,"Magyar Bancorp, Inc. (NasdaqGM:MGYR)",NasdaqGM:MGYR,Investor Activism,Unsuccessful,-,"PL Capital, LLC",-,IQTR129564045
03/10/2011,Leap Wireless International Inc.,-,Investor Activism,Settled,-,Pentwater Capital Management LP,-,IQTR129476122
03/07/2011,Iron Mountain Incorporated (NYSE:IRM),NYSE:IRM,Investor Activism,Settled,-,Elliott Management Corporation,-,IQTR129271523
03/07/2011,Endwave Corporation,-,Investor Activism,Unsuccessful,-,Steel Partners LLC,-,IQTR130281686
03/04/2011,"PFLT Funding II, LLC",-,Investor Activism,Withdrawn,-,"Western Investment, LLC",-,IQTR129350382
03/03/2011,NovaMed Inc.,-,Investor Activism,Unsuccessful,-,HealthInvest Partners AB,-,IQTR129196369
02/28/2011,"SP Bancorp, Inc.",-,Investor Activism,Withdrawn,-,Stilwell Value LLC,-,IQTR129208887
02/28/2011,"Myers Industries, Inc. (NYSE:MYE)",NYSE:MYE,Investor Activism,Unsuccessful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR129210887
02/22/2011,United Insurance Holdings Corp. (NasdaqCM:UIHC),NasdaqCM:UIHC,Investor Activism,Successful,-,-,-,IQTR217488546
02/17/2011,Cardinal Bankshares Corp.,-,Investor Activism,Successful,-,"Schaller Investment Group, Inc.",-,IQTR128583818
02/16/2011,Multiply,-,Investor Activism,Unsuccessful,-,"Osmium Partners, LLC",-,IQTR128465344
02/15/2011,"Tekelec, Inc.",-,Investor Activism,Successful,-,Katelia Capital Group Ltd,-,IQTR128308171
02/15/2011,"Technology Research, LLC",-,Investor Activism,Withdrawn,-,"Loeb Partners Corporation, Asset Management Arm",-,IQTR128351763
02/14/2011,ATS Corporation,-,Investor Activism,Withdrawn,-,"Lampe, Conway & Co. LLC",-,IQTR128179609
02/11/2011,The Clorox Company (NYSE:CLX),NYSE:CLX,Investor Activism,Withdrawn,-,Icahn Capital LP,-,IQTR128036812
02/10/2011,The St. Joe Company (NYSE:JOE),NYSE:JOE,Investor Activism,Settled,-,"Fairholme Capital Management, L.L.C.",-,IQTR127969317
02/10/2011,Capital Gold Corporation,-,Investor Activism,Unsuccessful,-,Alio Gold Inc. (TSX:ALO),-,IQTR249877194
02/08/2011,Citadel Broadcasting Corporation,-,Investor Activism,Withdrawn,-,"Scepter Holdings, Inc.",-,IQTR127241988
02/06/2011,Charter Hall Office Trust,-,Investor Activism,Successful,-,"Orange Capital, LLC",-,IQTR126985273
02/04/2011,"CCA Industries, Inc. (OTCPK:CAWW)",OTCPK:CAWW,Investor Activism,Successful,-,Biglari Capital Corp.,-,IQTR130483930
02/03/2011,Mentor Graphics Corporation,-,Investor Activism,Withdrawn,-,Alberta Investment Management Corporation; Casablanca Capital LP; Element Capital Advisors Ltd,-,IQTR127128319
02/02/2011,Ameron International Corporation,-,Investor Activism,Successful,-,"Barington Capital Group, L.P.",-,IQTR126893831
02/02/2011,"Blueknight Energy Partners, L.P. (NasdaqGM:BKEP)",NasdaqGM:BKEP,Investor Activism,Settled,-,Solus Alternative Asset Management L.P.,-,IQTR126978147
01/31/2011,"CPEX Pharmaceuticals, Inc.",-,Investor Activism,Unsuccessful,-,Mangrove Partners,-,IQTR129141899
01/31/2011,"Fisher Communications, Inc.",-,Investor Activism,Successful,-,FrontFour Capital Group LLC,-,IQTR129660820
01/26/2011,Putnam Municipal Opportunities Trust (NYSE:PMO),NYSE:PMO,Investor Activism,Withdrawn,-,Karpus Management Inc.,-,IQTR131112691
01/18/2011,VEON Ltd. (NasdaqGS:VEON),NasdaqGS:VEON,Investor Activism,Unsuccessful,-,Telenor ASA (OB:TEL),-,IQTR127033670
01/13/2011,"Cedar Fair, L.P. (NYSE:FUN)",NYSE:FUN,Investor Activism,Unsuccessful,-,Amalgamated Gadget L.P.,-,IQTR127868134
01/13/2011,Abington Bancorp Inc.,-,Investor Activism,Withdrawn,-,-,-,IQTR216717059
01/11/2011,"Matrixx Initiatives, Inc.",-,Investor Activism,Unsuccessful,-,"Amici Capital, LLC",-,IQTR139652485
01/11/2011,Advanced Analogic Technologies Incorporated,-,Investor Activism,Withdrawn,-,"Dialectic Capital Management, LLC",-,IQTR141951410
01/10/2011,Immersion Corporation (NasdaqGS:IMMR),NasdaqGS:IMMR,Investor Activism,Settled,-,"Dialectic Capital Management, LLC",-,IQTR129536231
01/07/2011,ATNA Resources Ltd.,-,Investor Activism,Unsuccessful,-,-,-,IQTR130208022
01/05/2011,"Liberty All-Star Growth Fund, Inc. (NYSE:ASG)",NYSE:ASG,Investor Activism,Withdrawn,-,"Bulldog Investors, LLC",-,IQTR141012049
01/04/2011,Tekla Life Sciences Investors (NYSE:HQL),NYSE:HQL,Investor Activism,Settled,-,"Western Investment, LLC",-,IQTR129564124
01/03/2011,Immersion Corporation (NasdaqGS:IMMR),NasdaqGS:IMMR,Investor Activism,Withdrawn,-,"Ramius, LLC",-,IQTR129570423
12/28/2010,Alliance Bankshares Corporation,-,Investor Activism,Withdrawn,-,-,-,IQTR217097744
12/22/2010,"Colonial Financial Services, Inc.",-,Investor Activism,Settled,-,"Broad Park Investors, LLC",-,IQTR132902905
12/20/2010,"RF Industries, Ltd. (NasdaqGM:RFIL)",NasdaqGM:RFIL,Investor Activism,Settled,-,"Pinnacle Advisers, L.P; Red Oak Partners, LLC",-,IQTR134521332
12/20/2010,Tenet Healthcare Corporation (NYSE:THC),NYSE:THC,Investor Activism,Withdrawn,-,"Community Health Systems, Inc. (NYSE:CYH)",-,IQTR215774808
12/17/2010,LMP Capital and Income Fund Inc. (NYSE:SCD),NYSE:SCD,Investor Activism,Settled,-,"Western Investment, LLC",-,IQTR129563956
12/15/2010,"L.B. Foster Rail Technologies, Inc.",-,Investor Activism,Withdrawn,-,"Carlson Capital, L.P.",-,IQTR133193466
12/10/2010,"Red Robin Gourmet Burgers, Inc. (NasdaqGS:RRGB)",NasdaqGS:RRGB,Investor Activism,Settled,-,"Kovitz Investment Group Partners, LLC; Oak Street Capital Management, LLC",-,IQTR129578080
12/09/2010,"Charles River Laboratories International, Inc. (NYSE:CRL)",NYSE:CRL,Investor Activism,Withdrawn,-,Relational Investors LLC,-,IQTR134188543
12/06/2010,Zoran Corporation,-,Investor Activism,Successful,-,"Ramius, LLC",-,IQTR127167919
12/03/2010,Maple Leaf Foods Inc. (TSX:MFI),TSX:MFI,Investor Activism,Settled,-,West Face Capital Inc,-,IQTR307903925
12/01/2010,"Aberdeen Singapore Fund, Inc.",-,Investor Activism,Successful,-,City of London Investment Management Company Limited,-,IQTR132078220
12/01/2010,Red Lion Hotels Corporation (NYSE:RLH),NYSE:RLH,Investor Activism,Successful,-,"Columbia Pacific Advisors, LLC",-,IQTR132115071
11/29/2010,Consolidated-Tomoka Land Co. (AMEX:CTO),AMEX:CTO,Investor Activism,Successful,-,"Wintergreen Advisers, LLC",-,IQTR130283995
11/23/2010,Delaware Investments Arizona Municipal Income Fund,-,Investor Activism,Withdrawn,-,Karpus Management Inc.,-,IQTR128910083
11/23/2010,"AMAG Pharmaceuticals, Inc. (NasdaqGS:AMAG)",NasdaqGS:AMAG,Investor Activism,Withdrawn,-,"Palo Alto Investors, LLC",-,IQTR134187883
11/22/2010,"Kona Grill, Inc. (OTCPK:KONA.Q)",OTCPK:KONA.Q,Investor Activism,Unsuccessful,-,Mill Road Capital LP,-,IQTR215060315
11/19/2010,RPT Resources Ltd.,-,Investor Activism,Withdrawn,-,-,-,IQTR308429293
11/17/2010,"Surmodics, Inc. (NasdaqGS:SRDX)",NasdaqGS:SRDX,Investor Activism,Settled,-,"Ramius, LLC",-,IQTR132845979
11/12/2010,Tix Corporation (OTCPK:TIXC),OTCPK:TIXC,Investor Activism,Settled,-,Baker Street Capital Management LLC,-,IQTR130799756
11/09/2010,"Hawaiian Macadamia Nut Orchards, L.P. (OTCPK:NNUT.U)",OTCPK:NNUT.U,Investor Activism,Successful,-,"Leap Tide Capital Management, Inc.",-,IQTR138195227
11/05/2010,"Fushi Copperweld, Inc.",-,Investor Activism,Withdrawn,-,GMT Capital Corp.,-,IQTR137406152
11/04/2010,Sterling Bancshares Inc.,-,Investor Activism,Withdrawn,-,"TAC Capital, LLC",-,IQTR138546486
11/02/2010,Phoenix Technologies Ltd.,-,Investor Activism,Withdrawn,-,"Carlson Capital, L.P.",-,IQTR133191184
11/02/2010,American Pacific Corporation,-,Investor Activism,Settled,-,"Golconda Capital Management, LLC",-,IQTR215672328
11/01/2010,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund (NYSE:MFD),NYSE:MFD,Investor Activism,Unsuccessful,-,"Bulldog Investors, LLC",-,IQTR127033933
11/01/2010,"dELiA*s, Inc.",-,Investor Activism,Settled,-,"Prentice Capital Management, LP",-,IQTR130418653
11/01/2010,Trintech Group PLC,-,Investor Activism,Unsuccessful,-,"Nicusa Investment Advisors, LLC",-,IQTR133204445
10/26/2010,Fremont Michigan Insuracorp Inc.,-,Investor Activism,Withdrawn,-,Biglari Capital Corp.,-,IQTR141950618
10/25/2010,ATS Corporation,-,Investor Activism,Withdrawn,-,Revelation Capital Management Ltd,-,IQTR142378766
10/22/2010,"Great Elm Capital Group, Inc. (NasdaqGS:GEC)",NasdaqGS:GEC,Investor Activism,Withdrawn,-,"S Squared Technology, LLC",-,IQTR136982850
10/18/2010,Quicksilver Resources Inc.,-,Investor Activism,Withdrawn,-,Pennsylvania Management LLC,-,IQTR126894769
10/18/2010,20-20 Technologies Inc.,-,Investor Activism,Unsuccessful,-,"Crescendo Partners, L.P.",-,IQTR308011245
10/13/2010,"Tekelec, Inc.",-,Investor Activism,Settled,-,"Kensico Capital Management, Corp.",-,IQTR127034225
10/12/2010,Dynegy Inc.,-,Investor Activism,Settled,-,Icahn Capital LP,-,IQTR127589977
10/12/2010,Metro-Goldwyn-Mayer Studios Inc.,-,Investor Activism,Unsuccessful,-,Icahn Capital LP,-,IQTR137214647
10/08/2010,"J. C. Penney Company, Inc. (NYSE:JCP)",NYSE:JCP,Investor Activism,Successful,-,"Pershing Square Capital Management, L.P.",-,IQTR127978040
10/08/2010,"J. C. Penney Company, Inc. (NYSE:JCP)",NYSE:JCP,Investor Activism,Successful,-,Vornado Realty Trust (NYSE:VNO),-,IQTR127978276
10/08/2010,"Wayne Savings Bancshares, Inc. (OTCPK:WAYN)",OTCPK:WAYN,Investor Activism,Withdrawn,-,Stilwell Value LLC,-,IQTR132960740
10/07/2010,Dynegy Inc.,-,Investor Activism,Successful,-,"Seneca Capital Advisors, LLC",-,IQTR127242312
10/07/2010,"Steel Connect, Inc. (NasdaqGS:STCN)",NasdaqGS:STCN,Investor Activism,Settled,-,"Raging Capital Management, LLC; LCV Capital Management, LLC",-,IQTR139612777
09/29/2010,National Technical Systems Inc.,-,Investor Activism,Withdrawn,-,Sandler Capital Management,-,IQTR138534465
09/28/2010,"CCUR Holdings, Inc. (OTCPK:CCUR)",OTCPK:CCUR,Investor Activism,Withdrawn,-,Skellig Capital LLC,-,IQTR129195734
09/27/2010,"Occam Networks, Inc.",-,Investor Activism,Unsuccessful,-,Genzyme Corporation; Lattanzio Chen Management LLC,-,IQTR141601073
09/23/2010,AMREP Corporation (NYSE:AXR),NYSE:AXR,Investor Activism,Successful,-,"Robotti & Company, Incorporated",-,IQTR134174323
09/20/2010,"P&F Industries, Inc. (NasdaqGM:PFIN)",NasdaqGM:PFIN,Investor Activism,Unsuccessful,-,Lawndale Capital Management,-,IQTR133375736
09/14/2010,"SeaChange International, Inc. (NasdaqGS:SEAC)",NasdaqGS:SEAC,Investor Activism,Settled,-,"Ramius, LLC",-,IQTR141330380
09/09/2010,National Technical Systems Inc.,-,Investor Activism,Unsuccessful,-,-,-,IQTR216912830
09/08/2010,"Official Payments Holdings, Inc.",-,Investor Activism,Settled,-,"Discovery Group Holding Company, LLC",-,IQTR128914419
09/03/2010,Willis Towers Watson Public Limited Company (NasdaqGS:WLTW),NasdaqGS:WLTW,Investor Activism,Settled,-,ValueAct Capital Management L.P.,-,IQTR237850449
09/02/2010,Hot Topic Inc.,-,Investor Activism,Successful,-,"Carlson Capital, L.P.; Northern Right Capital Management, L.P.",-,IQTR141199217
08/27/2010,Quicksilver Resources Inc.,-,Investor Activism,Withdrawn,-,SPO Advisory Corp.,-,IQTR129052625
08/27/2010,"Blue Chip Value Fund, Inc.",-,Investor Activism,Withdrawn,-,"Bulldog Investors, LLC",-,IQTR132067628
08/26/2010,Allied Defense Group Inc.,-,Investor Activism,Withdrawn,-,"Wynnefield Capital, Inc.",-,IQTR132848848
08/26/2010,Trelawney Augen Acquisition Corp,-,Investor Activism,Unsuccessful,-,"Envoy Capital Group, Inc.",-,IQTR308214760
08/24/2010,"Lantronix, Inc. (NasdaqCM:LTRX)",NasdaqCM:LTRX,Investor Activism,Settled,-,TL Investment GmbH,-,IQTR131231709
08/19/2010,FelCor Lodging Trust Incorporated,-,Investor Activism,Successful,-,P. Schoenfeld Asset Management LP,-,IQTR224175888
08/18/2010,Imritec Limited,-,Investor Activism,Withdrawn,-,Lachlan Star Limited (ASX:LSA),-,IQTR308437737
08/16/2010,Live Current Media Inc. (OTCPK:LIVC),OTCPK:LIVC,Investor Activism,Successful,-,-,-,IQTR215724606
08/11/2010,BlueLinx Holdings Inc. (NYSE:BXC),NYSE:BXC,Investor Activism,Successful,-,"Stadium Capital Management, LLC",-,IQTR138670947
08/10/2010,MGC Diagnostics Corporation,-,Investor Activism,Settled,-,BlueLine Partners LLC,-,IQTR132078631
08/09/2010,"Speed Commerce, Inc. (OTCPK:SPDC)",OTCPK:SPDC,Investor Activism,Settled,-,"Northern Right Capital Management, L.P.",-,IQTR128308750
08/06/2010,Vantage Drilling Company (OTCPK:VTGD.F),OTCPK:VTGD.F,Investor Activism,Withdrawn,-,Morton Bay (Holdings) Pte Ltd.,-,IQTR137636965
08/05/2010,PPX Mining Corp. (TSXV:PPX),TSXV:PPX,Investor Activism,Unsuccessful,-,-,-,IQTR310106173
08/03/2010,Occidental Petroleum Corporation (NYSE:OXY),NYSE:OXY,Investor Activism,Successful,-,Relational Investors LLC; The California State Teachers Employees' Retirement System,-,IQTR216007092
07/28/2010,Family Dollar Stores Inc.,-,Investor Activism,Settled,-,"Trian Fund Management, L.P.",-,IQTR128309909
07/28/2010,"Global 8 Environmental Technologies, Inc.",-,Investor Activism,Unsuccessful,-,Milverton Capital Corporation,-,IQTR133487673
07/28/2010,"Private Media Group, Inc.",-,Investor Activism,Successful,-,-,-,IQTR217263997
07/23/2010,"Herley Industries, Inc.",-,Investor Activism,Successful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR133544307
07/22/2010,"Airgas, Inc.",-,Investor Activism,Successful,-,"Air Products and Chemicals, Inc. (NYSE:APD)",-,IQTR215668180
07/20/2010,Lions Gate Entertainment Corp. (NYSE:LGF.A),NYSE:LGF.A,Investor Activism,Unsuccessful,-,Icahn Capital LP,-,IQTR130626248
07/19/2010,"Cypress Bioscience, Inc.",-,Investor Activism,Settled,-,"Ramius, LLC",-,IQTR133188943
07/16/2010,"EMS Technologies, Inc.",-,Investor Activism,Withdrawn,-,MCM Management LLC,-,IQTR126696463
07/16/2010,"Integral Systems, Inc.",-,Investor Activism,Settled,-,"Vintage Capital Management, LLC",-,IQTR138828486
07/14/2010,"Mexican Restaurants, Inc.",-,Investor Activism,Withdrawn,-,Cross River Capital Management LLC,-,IQTR137159778
07/12/2010,"Navisite, LLC",-,Investor Activism,Withdrawn,-,"Atlantic Investors, LLC",-,IQTR131238354
07/09/2010,Thomas Properties Group Inc.,-,Investor Activism,Withdrawn,-,"Weisman Family Foundation, Endowment Arm",-,IQTR128517527
07/07/2010,"Aviat Networks, Inc. (NasdaqGS:AVNW)",NasdaqGS:AVNW,Investor Activism,Settled,-,"Ramius, LLC",-,IQTR139619906
07/06/2010,La-Z-Boy Incorporated (NYSE:LZB),NYSE:LZB,Investor Activism,Unsuccessful,-,California Public Employees' Retirement System,-,IQTR215691916
07/06/2010,Euromax Resources Ltd. (TSX:EOX),TSX:EOX,Investor Activism,Successful,-,-,-,IQTR307903990
07/02/2010,Century Aluminum Company (NasdaqGS:CENX),NasdaqGS:CENX,Investor Activism,Settled,-,Glencore plc (LSE:GLEN),-,IQTR126829519
07/02/2010,"RiverSource LaSalle International Real Estate Fund, Inc",-,Investor Activism,Successful,-,"Western Investment, LLC",-,IQTR217095099
07/01/2010,BJ's Wholesale Club Inc.,-,Investor Activism,Successful,-,"Leonard Green & Partners, L.P.",-,IQTR140049974
06/30/2010,ITEX Corporation (OTCPK:ITEX),OTCPK:ITEX,Investor Activism,Unsuccessful,-,The Polonitza Group,-,IQTR215674025
06/29/2010,"Northeast Community Bancorp, Inc. (OTCPK:NECB)",OTCPK:NECB,Investor Activism,Withdrawn,-,Stilwell Value LLC,-,IQTR242032584
06/28/2010,"Crown Crafts, Inc. (NasdaqCM:CRWS)",NasdaqCM:CRWS,Investor Activism,Successful,-,"Wynnefield Capital, Inc.",-,IQTR130641051
06/24/2010,Central Vermont Public Service Corp.,-,Investor Activism,Successful,-,-,-,IQTR216722489
06/23/2010,"Extreme Networks, Inc. (NasdaqGS:EXTR)",NasdaqGS:EXTR,Investor Activism,Settled,-,"Ramius, LLC",-,IQTR139373590
06/21/2010,Cliffs Chromite Far North Inc.,-,Investor Activism,Settled,-,Cleveland-Cliffs Inc. (NYSE:CLF),-,IQTR309999510
06/17/2010,"Charles River Laboratories International, Inc. (NYSE:CRL)",NYSE:CRL,Investor Activism,Successful,-,Neuberger Berman BD LLC,-,IQTR138369502
06/15/2010,"BioClinica, Inc.",-,Investor Activism,Unsuccessful,-,"Nicusa Investment Advisors, LLC",-,IQTR132702096
06/14/2010,Magal Security Systems Ltd. (NasdaqGM:MAGS),NasdaqGM:MAGS,Investor Activism,Unsuccessful,-,"Prescott Group Capital Management L.L.C.; Diker Management, LLC; Clough Capital Partners, L.P.",-,IQTR138420376
06/14/2010,Times Three Wireless Inc.,-,Investor Activism,Successful,-,-,-,IQTR308113271
06/08/2010,SRI Surgical Express Inc.,-,Investor Activism,Successful,-,-,-,IQTR217635742
06/07/2010,"Charles River Laboratories International, Inc. (NYSE:CRL)",NYSE:CRL,Investor Activism,Successful,-,JANA Partners LLC,-,IQTR137483896
06/02/2010,"Casey's General Stores, Inc. (NasdaqGS:CASY)",NasdaqGS:CASY,Investor Activism,Unsuccessful,-,Alimentation Couche-Tard Inc. (TSX:ATD.B),-,IQTR215829290
05/28/2010,"Airgas, Inc.",-,Investor Activism,Withdrawn,-,"Eton Park Capital Management, L.P.",-,IQTR138943243
05/28/2010,"Immucor, Inc.",-,Investor Activism,Settled,-,ValueAct Capital Management L.P.,-,IQTR141281198
05/28/2010,"Anixa Biosciences, Inc. (NasdaqCM:ANIX)",NasdaqCM:ANIX,Investor Activism,Withdrawn,-,-,-,IQTR215902224
05/27/2010,Mentor Graphics Corporation,-,Investor Activism,Successful,-,Icahn Capital LP,-,IQTR127129613
05/27/2010,"Malvern Bancorp, Inc. (NasdaqGM:MLVF)",NasdaqGM:MLVF,Investor Activism,Successful,-,Stilwell Value LLC,-,IQTR133811440
05/26/2010,"OBA Financial Services, Inc.",-,Investor Activism,Withdrawn,-,"Broad Park Investors, LLC; LSBK06-08, LLC",-,IQTR137404250
05/24/2010,"Intermec, Inc.",-,Investor Activism,Unsuccessful,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR133500814
05/20/2010,"Deutsche Global High Income Fund, Inc.",-,Investor Activism,Settled,-,"Western Investment, LLC",-,IQTR215652067
05/17/2010,"BIOLASE, Inc. (NasdaqCM:BIOL)",NasdaqCM:BIOL,Investor Activism,Settled,-,-,-,IQTR217265411
05/13/2010,"The Hain Celestial Group, Inc. (NasdaqGS:HAIN)",NasdaqGS:HAIN,Investor Activism,Settled,-,Icahn Capital LP,-,IQTR139209502
05/12/2010,"Cedar Fair, L.P. (NYSE:FUN)",NYSE:FUN,Investor Activism,Successful,-,Amalgamated Gadget L.P.,-,IQTR127805450
05/12/2010,"Kure Technologies, Inc. (TSXV:KUR.H)",TSXV:KUR.H,Investor Activism,Successful,-,Clareste Wealth Management,-,IQTR308208743
05/11/2010,"Vitacost.com, Inc.",-,Investor Activism,Successful,-,"Great Hill Partners, LLC",-,IQTR137420896
05/11/2010,Oracle Mining Corp,-,Investor Activism,Withdrawn,-,"Blue Note Mining Inc, Asset Management Arm",-,IQTR308100643
04/27/2010,Emmis Communications Corporation (NasdaqGS:EMMS),NasdaqGS:EMMS,Investor Activism,Settled,-,Alden Global Capital LLC,-,IQTR128466602
04/20/2010,Bitstream Inc.,-,Investor Activism,Withdrawn,-,"Columbia Pacific Advisors, LLC",-,IQTR132103879
04/19/2010,"Hooper Holmes, Inc.",-,Investor Activism,Withdrawn,-,Regan Fund Management Ltd.,-,IQTR139674405
04/14/2010,Deutsche High Income Trust,-,Investor Activism,Unsuccessful,-,"Western Investment, LLC",-,IQTR215659580
04/14/2010,Deutsche Multi-Market Income Trust,-,Investor Activism,Unsuccessful,-,"Western Investment, LLC",-,IQTR225174746
04/14/2010,Deutsche Strategic Income Trust,-,Investor Activism,Unsuccessful,-,"Western Investment, LLC",-,IQTR225196516
04/12/2010,"MEMSIC, Inc.",-,Investor Activism,Withdrawn,-,"Columbia Management Investment Advisers, LLC",-,IQTR132080432
04/09/2010,"Cedar Fair, L.P. (NYSE:FUN)",NYSE:FUN,Investor Activism,Settled,-,Amalgamated Gadget L.P.,-,IQTR127769931
04/09/2010,"SeaChange International, Inc. (NasdaqGS:SEAC)",NasdaqGS:SEAC,Investor Activism,Settled,-,"Ramius, LLC",-,IQTR139549918
04/08/2010,BB Liquidating Inc. (OTCPK:BLIA.Q),OTCPK:BLIA.Q,Investor Activism,Settled,-,-,-,IQTR215875046
04/08/2010,Lions Gate Entertainment Corp. (NYSE:LGF.A),NYSE:LGF.A,Investor Activism,Unsuccessful,-,Icahn Capital LP,-,IQTR224506982
04/06/2010,Infogroup Inc.,-,Investor Activism,Unsuccessful,-,"Hotchkis and Wiley Capital Management, LLC",-,IQTR137467729
04/02/2010,"Gerber Scientific, Inc.",-,Investor Activism,Successful,-,"Barington Capital Group, L.P.",-,IQTR131248916
04/02/2010,"Gerber Scientific, Inc.",-,Investor Activism,Successful,-,"Barington Capital Group, L.P.",-,IQTR132390211
04/01/2010,"XO Holdings, Inc.",-,Investor Activism,Unsuccessful,-,"Scepter Holdings, Inc.",-,IQTR141994808
03/29/2010,"EnergySolutions, Inc.",-,Investor Activism,Successful,-,ValueAct Capital Management L.P.,-,IQTR138824301
03/26/2010,Portman Ridge Finance Corporation (NasdaqGS:PTMN),NasdaqGS:PTMN,Investor Activism,Withdrawn,-,"Cyrus Capital Partners, L.P.",-,IQTR138883859
03/26/2010,"Sarepta Therapeutics, Inc. (NasdaqGS:SRPT)",NasdaqGS:SRPT,Investor Activism,Settled,-,"Meldrum Asset Management, L.L.C.",-,IQTR140042160
03/25/2010,WPCS International Incorporated,-,Investor Activism,Withdrawn,-,"Riley Investment Management, LLC",-,IQTR138472706
03/24/2010,"Forward Industries, Inc. (NasdaqCM:FORD)",NasdaqCM:FORD,Investor Activism,Settled,-,"LaGrange Capital Management, L.L.C.",-,IQTR139217430
03/19/2010,"Osteotech, Inc.",-,Investor Activism,Withdrawn,-,"Spencer Capital Management, LLC; Boston Avenue Capital, L.L.C.; Heartland Advisors, Inc.",-,IQTR138273214
03/17/2010,"Alloy, LLC",-,Investor Activism,Settled,-,"Northern Right Capital Management, L.P.",-,IQTR141159672
03/17/2010,Bank of America Corporation (NYSE:BAC),NYSE:BAC,Investor Activism,Successful,-,-,-,IQTR310177289
03/17/2010,Bank of America Corporation (NYSE:BAC),NYSE:BAC,Investor Activism,Unsuccessful,-,National Industry Pension Fund,-,IQTR310177612
03/10/2010,"Cellmark Forensics, Inc.",-,Investor Activism,Settled,-,"Accipiter Capital Management, LLC",-,IQTR139127792
03/10/2010,"Response Genetics, Inc (OTCPK:RGDX.Q)",OTCPK:RGDX.Q,Investor Activism,Withdrawn,-,"Northern Right Capital Management, L.P.",-,IQTR141199298
03/09/2010,"Spark Networks, Inc.",-,Investor Activism,Successful,-,"Osmium Partners, LLC",-,IQTR138374473
03/08/2010,Nordex Explosives Ltd.,-,Investor Activism,Successful,-,-,-,IQTR309025375
03/05/2010,"BigBand Networks, Inc.",-,Investor Activism,Settled,-,ValueAct Capital Management L.P.,-,IQTR139636865
03/03/2010,"DHT Holdings, Inc. (NYSE:DHT)",NYSE:DHT,Investor Activism,Successful,-,MCM Management LLC,-,IQTR126696021
03/03/2010,Allied Capital Corporation,-,Investor Activism,Unsuccessful,-,Centaurus Capital Limited,-,IQTR133199389
03/02/2010,OSI Pharmaceuticals Inc.,-,Investor Activism,Settled,-,Astellas Pharma Inc. (TSE:4503),-,IQTR138908059
02/26/2010,"DWS RREEF World Real Estate Plus Fund, Inc.",-,Investor Activism,Withdrawn,-,"Western Investment, LLC",-,IQTR134184740
02/26/2010,DUSA Pharmaceuticals Inc.,-,Investor Activism,Settled,-,"Northern Right Capital Management, L.P.",-,IQTR139740906
02/23/2010,Notify Technology Corp. (OTCPK:NTFY),OTCPK:NTFY,Investor Activism,Withdrawn,-,"Galloway Capital Management, LLC",-,IQTR133501884
02/23/2010,"DWS Enhanced Commodity Strategy Fund, Inc.",-,Investor Activism,Unsuccessful,-,"Western Investment, LLC",-,IQTR141335258
02/23/2010,Genzyme Corporation,-,Investor Activism,Settled,-,Icahn Capital LP,-,IQTR142495887
02/19/2010,"Liberty All-Star Growth Fund, Inc. (NYSE:ASG)",NYSE:ASG,Investor Activism,Successful,-,"Bulldog Investors, LLC",-,IQTR139438360
02/18/2010,Guggenheim Funds Trust - Guggenheim Municipal Income Fund (MutualFund:GIJA.X),MutualFund:GIJA.X,Investor Activism,Successful,-,"Western Investment, LLC",-,IQTR128116667
02/17/2010,"Response Genetics, Inc (OTCPK:RGDX.Q)",OTCPK:RGDX.Q,Investor Activism,Settled,-,AWM Investment Company Inc.,-,IQTR139137062
02/17/2010,Benihana Inc.,-,Investor Activism,Settled,-,"Coliseum Capital Management, LLC",-,IQTR139198307
