Artist Alpha Sort,Artist Begin Date,Artist Display Bio,Artist Display Name,Artist End Date,Artist Nationality,Artist Prefix,Artist Role,Symbolic Value KPI,Legality KPI ,Preservation KPI Materials,totalKPIs,Materials Classifying - Preservation KPI,If Null,CaseTotalKPI,Risk Assessment - Preservation KPI,City,Classification,Country,County,Credit Line,Culture,Department,Dimensions,Dynasty,Excavation,F45,F46,F47,F48,F49,Geography Type,Is Highlight,Is Public Domain,Link Resource,Locale,Locus,Medium,Metadata Date,Number of Records,Object Begin Date,Object Date,Object End Date,Object ID,ObjectName,ObjectNumber,Period,Portfolio,Region,Reign,Repository,Rights and Reproduction,Risk Assessment - Preservation KPI Part 2,River,State,Subregion,Tags,Title
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/683788,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,second quarter of the 5th century B.C.,-450,683788,Kylix fragment,2011.604.1.2026,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/683828,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,second quarter of the 5th century B.C.,-450,683828,Kylix fragment,2011.604.1.2158,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/683855,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,mid-5th century B.C.,-450,683855,Kylix fragment,2011.604.1.2260,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/686729,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,second quarter of the 5th century B.C.,-450,686729,Kylix fragment; lipped inside and out,2011.604.1.2319,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/686836,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,490–480 B.C.,-450,686836,Kylix fragment,2011.604.1.2450,Late Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/686846,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,first half of the 5th century B.C.,-450,686846,Kylix fragment,2011.604.1.2460,Archaic/Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/686936,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,490–480 B.C.,-450,686936,Kylix fragment,2011.604.1.2542,Late Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/689296,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,late sixth century B.C./early 5th century B.C.,-450,689296,Kylix fragment,2011.604.1.2721,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/691794,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,first quarter of the 5th century B.C.,-450,691794,Kylix fragment,2011.604.1.3283,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/691932,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,490–470 B.C.,-450,691932,Kylix fragment,2011.604.1.3491,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/691977,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,second quarter of the 5th century B.C.,-450,691977,Kylix fragment,2011.604.1.3540,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/692055,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,second quarter of the 5th century B.C.,-450,692055,Kylix fragment,2011.604.1.3364,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/693183,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,490–470 B.C.,-450,693183,Kylix fragment,2011.604.1.3590,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/693574,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,second quarter of the 5th century B.C.,-450,693574,Kylix fragment,2011.604.1.4004,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/693594,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,460–440 B.C.,-450,693594,Kylix fragment,2011.604.1.4036,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/695643,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,second quarter of the 5th century B.C.,-450,695643,Kylix fragment,2011.604.1.4072,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/695704,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,500–480 B.C.,-450,695704,Kylix fragment,2011.604.1.4133,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/695731,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,490–470 B.C.,-450,695731,Kylix fragment,2011.604.1.4160,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/695942,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,mid-5th century B.C.,-450,695942,Kylix fragment,2011.604.1.4372,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/695948,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,second quarter of the 5th century B.C.,-450,695948,Kylix fragment,2011.604.1.4378,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/695997,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,490–470 B.C.,-450,695997,Kylix fragment,2011.604.1.4427,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/696145,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,second quarter of the 5th century B.C.,-450,696145,Kylix fragment,2011.604.1.4576,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/696151,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,490–470 B.C.,-450,696151,Kylix fragment,2011.604.1.4582,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/698982,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,480–470 B.C.,-450,698982,Kylix fragment,2011.604.1.4806,Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/699125,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,510–480 B.C.,-450,699125,Kylix fragment,2011.604.1.5003,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/699167,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,500–480 B.C.,-450,699167,Kylix fragment,2011.604.1.5046,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/699283,,,Terracotta,4/1/2019 8:00:02 AM,1,-500,first quarter of the 5th century B.C.,-450,699283,Kylix fragment,2011.604.1.5179,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/703448,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second quarter of the 5th century B.C.,-450,703448,Kylix fragment,2011.604.1.5692,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/703526,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,510–500 B.C.,-450,703526,Kylix fragment,2011.604.1.5415,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/703713,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,520–500 B.C.,-450,703713,Kylix fragment,2011.604.1.5620,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/703752,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,510–480 B.C.,-450,703752,Kylix fragment,2011.604.1.5660,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/703756,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,510–490 B.C.,-450,703756,Kylix fragment,2011.604.1.5664,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/704104,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,510–500 B.C.,-450,704104,Kylix fragment,2011.604.1.6031,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/704111,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,510–500 B.C.,-450,704111,Kylix fragment,2011.604.1.6038,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/709497,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,520–510 B.C.,-450,709497,Kylix fragment,2011.604.1.6238,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/709532,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,500–480 B.C.,-450,709532,Kylix fragment,2011.604.1.6279,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/709542,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,500–480 B.C.,-450,709542,Kylix fragment,2011.604.1.6294,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/709707,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,490–480 B.C.,-450,709707,Kylix fragment,2011.604.1.6509,Late Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/709887,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,490–470 B.C.,-450,709887,Kylix fragment,2011.604.1.6724,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/709901,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,490–470 B.C.,-450,709901,Kylix fragment,2011.604.1.6740,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/709935,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,490–470 B.C.,-450,709935,Kylix fragment,2011.604.1.6777,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/713562,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,490–470 B.C.,-450,713562,Kylix fragment,2011.604.1.6872,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/713574,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,490–470 B.C.,-450,713574,Kylix fragment,2011.604.1.6954,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/713598,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second quarter of the 5th century B.C.,-450,713598,Kylix fragments,"2011.604.1.7131a, b",Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragments of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/713606,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,500–480 B.C.,-450,713606,Kylix fragment,2011.604.1.7033,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/713671,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,500–480 B.C.,-450,713671,Kylix fragment,2011.604.1.7111,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/713694,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,500–480 B.C.,-450,713694,Kylix fragment,2011.604.1.7290,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/718691,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,460–450 B.C.,-400,718691,Kylix fragment,2011.604.1.7664,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/718713,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,460–450 B.C.,-400,718713,Kylix fragment,2011.604.1.7553,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/718809,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,460–450 B.C.,-400,718809,Kylix fragment,2011.604.1.7785,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/721467,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,last quarter of the 5th century B.C.,-300,721467,Kylix fragment,2011.604.1.8286,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
