"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository","Tags"
"20.3.203cccc","False","False","565013","Egyptian Art","Linen, from Wah's Mummy","Linen, from Wah's Mummy","","Middle Kingdom","Dynasty 12","reign of Amenemhat I, early","","","","","","","","","","","ca. 1981–1975 B.C.","-1981","-1975","Linen","","Rogers Fund and Edward S. Harkness Gift, 1920","From","","","","Egypt","Upper Egypt, Thebes","Southern Asasif","Tomb of Wah (MMA 1102)","Mummy","MMA excavations, 1920","","","","http://www.metmuseum.org/art/collection/search/565013","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"20.3.203iiii","False","False","565019","Egyptian Art","Bandage, fine linen, Wah","Linen Bandage","","Middle Kingdom","Dynasty 12","reign of Amenemhat I, early","","","","","","","","","","","ca. 1981–1975 B.C.","-1981","-1975","Linen","l. 265 cm (104 5/16 in) ; w. 3–4 cm (1 3/16–1 9/16 in)","Rogers Fund and Edward S. Harkness Gift, 1920","From","","","","Egypt","Upper Egypt, Thebes","Southern Asasif","Tomb of Wah (MMA 1102)","Mummy","MMA excavations, 1920","","","","http://www.metmuseum.org/art/collection/search/565019","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"14.3.312b","False","True","565773","Egyptian Art","Sealing","Sealing","","Middle Kingdom","Dynasty 12–13","","","","","","","","","","","","ca. 2030–1640 B.C.","-2030","-1640","Clay (unfired)","","Rogers Fund and Edward S. Harkness Gift, 1914","From","","","","Egypt","Memphite Region","Lisht South","Pyramid complex of Senwosret I","north temple gateway","MMA excavations, 1913–14","","","","http://www.metmuseum.org/art/collection/search/565773","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"32.1.143g","False","True","565811","Egyptian Art","Sealing, administrative","Administrative Seal","","Middle Kingdom","Dynasty 12–13","","","","","","","","","","","","ca. 1981–1640 B.C.","-1981","-1981","Clay (unfired)","","Rogers Fund, 1932","From","","","","Egypt","Memphite Region","Lisht South","South of the tomb of Imhotep","north of the royal causeway","MMA excavations, 1930–31","","","","http://www.metmuseum.org/art/collection/search/565811","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"30.4.131","False","False","566620","Egyptian Art","Facsimile, Malqata, calf, papyrus","Calf in a Papyrus Marsh, Palace of Amenhotep III","","New Kingdom","Dynasty 18","reign of Amenhotep III","","Artist","","Norman de Garis Davies","1865–1941","","Davies, Norman de Garis","","1865      ","1941      ","ca. 1390–1352 B.C.","-1390","-1352","Tempera on Paper","L. 76 cm (29 15/16 in); w. 42 cm (16 9/16 in)
Scale 1:1","Rogers Fund, 1930","From","","","","Egypt","Upper Egypt, Thebes","Malqata","","","","","","","http://www.metmuseum.org/art/collection/search/566620","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"05.3.455","False","False","567774","Egyptian Art","Amulet, cartouche","Amulet, cartouche","","New Kingdom","Dynasty 18","","","","","","","","","","","","ca. 1550–1295 B.C.","-1550","-1550","Faience","H. 3.6 cm (1 7/16 in.)","Gift of J. Pierpont Morgan, 1905","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/567774","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"10.130.924","False","False","567811","Egyptian Art","Ring, Akhenaten","Signet Ring","","New Kingdom, Amarna Period","Dynasty 18","reign of Akhenaten to Haremhab","","","","","","","","","","","ca. 1353–1336 B.C.","-1353","-1353","Copper","Diam. 2.2 cm (7/8 in.)","Gift of Helen Miller Gould, 1910","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/567811","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"36.3.193","False","True","567970","Egyptian Art","Hair locks","Bundle of Locks of Hair","","New Kingdom","Dynasty 18","reign of Thutmose II to Joint reign","","","","","","","","","","","ca. 1492–1473 B.C.","-1492","-1473","Human hair","L. 21 cm (8 1/4 in)","Rogers Fund, 1936","From","","","","Egypt","Upper Egypt, Thebes","Sheikh Abd el-Qurna","below the Tomb of Senenmut (TT 71)","burial 2, in basket","MMA excavations, 1935–36","","","","http://www.metmuseum.org/art/collection/search/567970","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Hair"
"35.1.98","False","False","567994","Egyptian Art","Tile, palace of Ramesses II, birds","Tile fragment of a Rekhyt bird from the palace of Ramesses II","","New Kingdom, Ramesside","Dynasty 19","reign of Ramesses II","","","","","","","","","","","ca. 1279–1213 B.C.","-1279","-1279","Faience","H. 6 × W. 8 × D. 1 cm (2 3/8 × 3 1/8 × 3/8 in.)","Purchase, Rogers Fund, Edward S. Harkness Gift and by exchange, 1922, 1929, 1935","From","","","","Egypt","Eastern Delta","Qantir (Piramesse)","Palace of Ramesses II","","","","","","http://www.metmuseum.org/art/collection/search/567994","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"11.151.66","False","False","568423","Egyptian Art","Arrow point","Arrow point","","New Kingdom, Ramesside","Dynasty 19–20","","","","","","","","","","","","ca. 1295–1070 B.C.","-1295","-1295","Wood","L. 16.5 cm (6 1/2 in.); Diam. 0.7 cm (1/4 in.);
Shank: L. 4.4 cm (1 3/4 in.)","Rogers Fund, 1911","From","","","","Egypt","Memphite Region","Lisht North","Cemetery","","MMA excavations, 1906–07","","","","http://www.metmuseum.org/art/collection/search/568423","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"11.151.157","False","False","568437","Egyptian Art","Fish net weight","Fish net weight","","New Kingdom, Ramesside","Dynasty 20","","","","","","","","","","","","ca. 1186–1070 B.C.","-1186","-1186","Lead","L. 1.8 cm (11/16 in.); W. 1.2 cm (1/2 in.)","Rogers Fund, 1911","From","","","","Egypt","Memphite Region","Lisht North","Cemetery","","MMA excavations, 1910–11","","","","http://www.metmuseum.org/art/collection/search/568437","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"27.7.6","False","False","568622","Egyptian Art","Awl, borer","Awl, borer","","New Kingdom","Dynasty 18–20","","","","","","","","","","","","ca. 1550–1070 B.C.","-1550","-1550","Limestone","L. 10 cm (3 15/16 in.)","Gift of N. de Garis Davies, 1927","From","","","","Egypt","Middle Egypt","Sheikh Said","southern slope","production area","EEF excavations 1898-1901","","","","http://www.metmuseum.org/art/collection/search/568622","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"12.181.121","False","False","568662","Egyptian Art","Jar, cylindrical","Cylinder jar","","Early Dynastic Period","","","","","","","","","","","","","ca. 3100–2649 B.C.","-3100","-2649","Stone","","Rogers Fund, 1912","From","","","","Egypt","Memphite Region","Saqqara","","","","","","","http://www.metmuseum.org/art/collection/search/568662","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"12.181.127","False","False","568667","Egyptian Art","Jar, cylindrical","Cylinder jar","","Early Dynastic Period","","","","","","","","","","","","","ca. 3100–2649 B.C.","-3100","-2649","Stone","","Rogers Fund, 1912","From","","","","Egypt","Memphite Region","Saqqara","","","","","","","http://www.metmuseum.org/art/collection/search/568667","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"15.3.732","False","False","568680","Egyptian Art","Beads, string","Beads, string","","New Kingdom, Ramesside","Dynasty 19–20","","","","","","","","","","","","ca. 1295–1070 B.C.","-1295","-1070","Glass","L. 20 cm (7 7/8 in.)","Rogers Fund, 1915","From","","","","Egypt","Memphite Region","Lisht North","Cemetery","","MMA excavations","","","","http://www.metmuseum.org/art/collection/search/568680","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"11.151.344","False","False","568689","Egyptian Art","Vase fragment","Vase fragment","","New Kingdom, Ramesside","Dynasty 19–20","","","","","","","","","","","","ca. 1295–1070 B.C.","-1295","-1295","Glass","H. 3.8 × W. 2.8 cm (1 1/2 × 1 1/8 in.)","Rogers Fund, 1911","From","","","","Egypt","Memphite Region","Lisht North","Cemetery","","MMA excavations","","","","http://www.metmuseum.org/art/collection/search/568689","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"11.151.364","False","False","568697","Egyptian Art","Vase fragment","Vase fragment","","New Kingdom, Ramesside","Dynasty 19–20","","","","","","","","","","","","ca. 1295–1070 B.C.","-1295","-1295","Glass","H. 7.5 × W. 7.5 cm (2 15/16 × 2 15/16 in.)","Rogers Fund, 1911","From","","","","Egypt","Memphite Region","Lisht North","Cemetery","","MMA excavations","","","","http://www.metmuseum.org/art/collection/search/568697","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"22.1.610","False","False","569087","Egyptian Art","Ring fragment","Ring fragment","","New Kingdom, Ramesside","Dynasty 19–20","","","","","","","","","","","","ca. 1295–1070 B.C.","-1295","-1070","Faience","Diam. 2.3 cm (7/8 in.)","Rogers Fund and Edward S. Harkness Gift, 1922","From","","","","Egypt","Memphite Region","Lisht North","Cemetery","Pit 357","MMA excavations, 1920–22","","","","http://www.metmuseum.org/art/collection/search/569087","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"48.105.41q","False","False","569209","Egyptian Art","sickle insert denticulate backed truncated geometric tool","Sickle Insert","","Predynastic–Old Kingdom","","","","","","","","","","","","","ca. 3850–2100 B.C.","-3850","-2100","Flint","L. 7.4 × W. 4.3 × Th. 1.5 cm, Wt. 55.3g (2 15/16 × 1 11/16 × 5/8 in., 1.95oz.)","Rogers Fund, 1948","From","","","","Egypt","Memphite Region","Lisht North","","debris","MMA excavations","","","","http://www.metmuseum.org/art/collection/search/569209","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"48.105.37a","False","False","569226","Egyptian Art","Biface","Biface","","Predynastic–Old Kingdom","","","","","","","","","","","","","ca. 3850–2100 B.C.","-3850","-2100","Flint","","Rogers Fund, 1948","From","","","","Egypt","Memphite Region","Lisht North","","debris","MMA excavations","","","","http://www.metmuseum.org/art/collection/search/569226","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"05.3.26","False","False","569320","Egyptian Art","Ring bezel","Ring bezel","","New Kingdom, Ramesside","Dynasty 19–20","","","","","","","","","","","","ca. 1295–1070 B.C.","-1295","-1295","Faience","H. 1.5 cm (9/16 in.)","Gift of J. Pierpont Morgan, 1905","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/569320","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"26.7.477","False","False","569553","Egyptian Art","Scarab, sphinx","Scarab","","New Kingdom, Ramesside","Dynasty 19–20","","","","","","","","","","","","ca. 1295–1070 B.C.","-1295","-1295","Steatite","L. 2 cm (13/16 in.)","Purchase, Edward S. Harkness Gift, 1926","From","","","","Egypt","","","","","","","|","","http://www.metmuseum.org/art/collection/search/569553","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"32.3.391","False","True","569703","Egyptian Art","Figurine fragment, Human Head","Figurine Fragment of a Man's Head","","Ptolemaic Period","","","","","","","","","","","","","306–30 B.C.","-306","-30","Pottery","","Rogers Fund, 1932","From","","","","Egypt","Upper Egypt, Thebes","Asasif","","","MMA excavations","","","","http://www.metmuseum.org/art/collection/search/569703","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Heads|Men"
"04.2.250","False","False","569709","Egyptian Art","Amulet, writing tablet","Amulet","","New Kingdom, Ramesside","Dynasty 19–20","","","","","","","","","","","","ca. 1295–1070 B.C.","-1295","-1295","Sandstone","L. 1.3 cm (1/2 in.); W. 1.4 cm (9/16 in.)","Gift of Darius Ogden Mills, 1904","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/569709","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"89.2.204","False","False","569776","Egyptian Art","Canopic jar lid, male head","Canopic Jar Lid","","New Kingdom, Ramesside","Dynasty 19–20","","","","","","","","","","","","ca. 1295–1070 B.C.","-1295","-1070","Wood, black pitch","H. 13.5 cm (5 5/16 in)","Gift of Joseph W. Drexel, 1889","From","","","","Egypt","Upper Egypt, Thebes","Medinet Habu","","","","","","","http://www.metmuseum.org/art/collection/search/569776","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"21.9.291","False","False","569827","Egyptian Art","Ornament, dress","Boss Dress Ornament","","New Kingdom, Amarna Period","Dynasty 18","reign of Akhenaten","","","","","","","","","","","ca. 1353–1336 B.C.","-1353","-1336","Faience","diam. 1.2 cm (1/2 in.)","Gift of Edward S. Harkness, 1921","From","","","","Egypt","Middle Egypt","Amarna (Akhetaten)","Private houses in the town","","Petrie/Carter excavations, 1891–92","","","","http://www.metmuseum.org/art/collection/search/569827","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"90.5.950a, b","False","False","570037","Egyptian Art","Linen fragments (2), Book of the Dead","Linen fragments (2), Book of the Dead","","Late Period–Roman Period","Dynasty 30 and later","","","","","","","","","","","","4th century B.C.–A.D. 4th century","-4","-4","Linen","Each: L. 35 cm (13 3/4 in.); H. 5.5 cm (2 3/16 in.) 
Framed: H. 20.7 cm (8 1/8 in.); W. 41.7 cm (16 7/16 in.); D. 2.7 cm (1 1/16 in.)","Gift of George F. Baker, 1890","From","","","","Egypt","Memphite Region","Saqqara","","","","","","","http://www.metmuseum.org/art/collection/search/570037","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"22.3.425","False","False","570106","Egyptian Art","Coin","Coin from a Ptolemaic hoard","","Ptolemaic Period","","","","","","","","","","","","","332–30 B.C.","-332","-30","Bronze","diam. 3.75 cm","Rogers Fund and Edward S. Harkness Gift, 1922","From","","","","Egypt","Upper Egypt, Thebes","Asasif","Birabi","","MMA excavations, 1915–16","","","","http://www.metmuseum.org/art/collection/search/570106","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"22.3.455","False","False","570136","Egyptian Art","Coin","Coin from a Ptolemaic hoard","","Ptolemaic Period","","","","","","","","","","","","","332–30 B.C.","-332","-30","Bronze","diam. 4.45 cm","Rogers Fund and Edward S. Harkness Gift, 1922","From","","","","Egypt","Upper Egypt, Thebes","Asasif","Birabi","","MMA excavations, 1915–16","","","","http://www.metmuseum.org/art/collection/search/570136","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"22.3.462","False","False","570142","Egyptian Art","Coin","Coin from a Ptolemaic hoard","","Ptolemaic Period","","","","","","","","","","","","","332–30 B.C.","-332","-30","Bronze","diam. 4.05 cm","Rogers Fund and Edward S. Harkness Gift, 1922","From","","","","Egypt","Upper Egypt, Thebes","Asasif","Birabi","","MMA excavations, 1915–16","","","","http://www.metmuseum.org/art/collection/search/570142","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"22.3.470","False","False","570150","Egyptian Art","Coin","Coin from a Ptolemaic hoard","","Ptolemaic Period","","","","","","","","","","","","","332–30 B.C.","-332","-30","Bronze","diam. 4.0 cm","Rogers Fund and Edward S. Harkness Gift, 1922","From","","","","Egypt","Upper Egypt, Thebes","Asasif","Birabi","","MMA excavations, 1915–16","","","","http://www.metmuseum.org/art/collection/search/570150","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"10.130.1372","False","False","570264","Egyptian Art","Amulet, harpoon, "Horus Spear"","Harpoon or "Horus Spear" amulet","","Late Period–Ptolemaic Period","","","","","","","","","","","","","664–30 B.C.","-664","-30","Bronze or cupreous alloy","","Gift of Helen Miller Gould, 1910","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/570264","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"30.8.347","False","False","570362","Egyptian Art","Amulet, Harpokrates","Harpokrates","","Ptolemaic or Roman Period","","","","","","","","","","","","","200 BC–200 AD","-200","200","Carnelian","h. 1.5 cm (9/16 in.)","Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/570362","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"10.130.2692","False","True","570436","Egyptian Art","Inlay fragment, millefiori","Inlay fragment, feather(?) design","","Roman Period","","","","","","","","","","","","","1st–3rd Century A.D.","1","299","Glass","H. 5.6 × W. 4.5 cm (2 3/16 × 1 3/4 in.)","Gift of Helen Miller Gould, 1910","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/570436","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"10.130.2732","False","False","570457","Egyptian Art","Bead, cylinder (dish)","Glass bead, cylinder","","Roman Period","","","","","","","","","","","","","30 B.C.–A.D. 364","-30","364","Mosaic glass","l. 4.3 × diam. 1.3 cm (1 11/16 × 1/2 in.)","Gift of Helen Miller Gould, 1910","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/570457","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"10.130.2742","False","False","570467","Egyptian Art","Bead, cylinder (dish)","Glass bead, cylinder","","Roman Period","","","","","","","","","","","","","30 B.C.–A.D. 364","-30","364","Mosaic glass","l. 2.8 × diam. 0.8 cm (1 1/8 × 5/16 in.)","Gift of Helen Miller Gould, 1910","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/570467","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"16.7.6","False","False","570592","Egyptian Art","Glass fragment","Inlay fragment, millefiori","","Roman Period","","","","","","","","","","","","","30 B.C.–A.D. 364","-30","364","Glass","l. 3.7 × ht. 1.8 cm (1 7/16 × 11/16 in.)","Gift of Bashford Dean, 1916","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/570592","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"89.2.565","False","True","570652","Egyptian Art","Statuette, Osiris","Osiris","","Late Period–Ptolemaic Period","","","","","","","","","","","","","664–30 B.C.","-664","-30","Cupreous metal","H. 9.7 cm (3 13/16 in.); W. 2.3 cm (7/8 in.); D. 1.8 cm (11/16 in.)
H. (with tang): 11 cm (4 5/16 in.)","Gift of Joseph W. Drexel, 1889","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/570652","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"04.2.408","False","True","570664","Egyptian Art","Statuette, Ptah","Ptah","","Late Period–Ptolemaic Period","","","","","","","","","","","","","664–30 B.C.","-664","-30","Cupreous metal","H. 10.8 cm (4 1/4 in.); W. 3.3 cm (1 5/16 in.); D. 2 cm (13/16 in.)","Gift of Darius Ogden Mills, 1904","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/570664","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"90.6.104","False","True","570751","Egyptian Art","Mummy, animal, ibis-headed god appliqué","Sacred animal mummy in the form of an ibis decorated with appliqué of Ibis-headed god","","Late Period–Roman Period","","","","","","","","","","","","","ca. 400 B.C.–100 A.D.","-400","100","Dyed and undyed linen, animal remains, mummification materials","H. 37.6 cm (14 13/16 in.); W. 13.5 cm (5 5/16 in.); D. 13.9 cm (5 1/2 in.)","Gift of James Douglas, 1890","From","","","","Egypt","Memphite Region","Saqqara","","","Mariette 1853","","","","http://www.metmuseum.org/art/collection/search/570751","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Mummies"
"07.291.16","False","False","571081","Egyptian Art","Arrowhead","Arrowhead","","Neolithic Period","","","","","","","","","","","","","ca. 6900–3900 B.C.","-6900","-3900","Flint","","Gift of Garrett Chatfield Pier, 1907","From|Said to be from","","|","","Egypt","Eastern Delta or Fayum","Dimai or Kom Aushim (Karanis)","","","","","","","http://www.metmuseum.org/art/collection/search/571081","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"48.105.41r","False","False","571202","Egyptian Art","Blade, sickle","Blade, sickle","","Predynastic–Old Kingdom","","","","","","","","","","","","","ca. 3850–2100 B.C.","-3850","-2100","Flint","w. 5 × l. 7 cm (1 15/16 × 2 3/4 in.)","Rogers Fund, 1948","From","","","","Egypt","Memphite Region","Lisht North","","debris","MMA excavations","","","","http://www.metmuseum.org/art/collection/search/571202","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"48.105.41i","False","False","571216","Egyptian Art","Blade, sickle","Blade, sickle","","Predynastic–Old Kingdom","","","","","","","","","","","","","ca. 3850–2100 B.C.","-3850","-2100","Flint","w. 2.5 × l. 4.5 cm (1 × 1 3/4 in.)","Rogers Fund, 1948","From","","","","Egypt","Memphite Region","Lisht North","","debris","MMA excavations","","","","http://www.metmuseum.org/art/collection/search/571216","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"07.228.95","False","False","571428","Egyptian Art","Cylinder seal, Pepi I","Cylinder Seal with the Name of Pepi I","","Old Kingdom","Dynasty 6","reign of Pepi I","","","","","","","","","","","ca. 2289–2255 B.C.","-2289","-2289","Blue paste","H. 7 cm (2 3/4 in); diam. 2.5 cm (1 in)","Rogers Fund, 1907","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/571428","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"07.228.219","False","False","571480","Egyptian Art","Strainer or vase fragment","Strainer or vase fragment","","New Kingdom, Ramesside","Dynasty 19","","","","","","","","","","","","ca. 1295–1070 B.C.","-1295","-1070","Silver","H. 3.4 × W. 4.6 cm (1 5/16 × 1 13/16 in.)","Rogers Fund, 1907","From","","","","Egypt","Eastern Delta","Tell Basta (Bubastis)","","","","","","","http://www.metmuseum.org/art/collection/search/571480","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"24.2.47","False","False","571788","Egyptian Art","Vase, cone shaped","Vase, cone shaped","","Roman Period","","","","","","","","","","","","","A.D. 2nd–3rd century","100","299","Glass","
","Rogers Fund, 1924","From","","","","Egypt","Fayum","","","","","","","","http://www.metmuseum.org/art/collection/search/571788","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"26.7.493","False","False","571910","Egyptian Art","Scarab, Hathor head","Scarab, Hathor head","","Second Intermediate Period","Dynasty 13–17","","","","","","","","","","","","ca. 1640–1550 B.C.","-1640","-1550","White glazed steatite","L. 1.6 cm (5/8 in.)","Purchase, Edward S. Harkness Gift, 1926","From","","","","Egypt","","","","","","","|","","http://www.metmuseum.org/art/collection/search/571910","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"10.130.2827","False","False","572154","Egyptian Art","Inlay","Inlay fragment","","Late Period–Ptolemaic Period","","","","","","","","","","","","","4th Century B.C.","-399","-300","Red glass","l. 2.7 × w. 1.9 cm (1 1/16 × 3/4 in.)","Gift of Helen Miller Gould, 1910","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/572154","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"97.4.88","False","False","572299","Egyptian Art","Plaque, carved figure","Plaque, carved figure","","Roman Period","","","","","","","","","","","","","30 B.C.–A.D. 364","-30","364","Bone","H. 8.3 × W. 3.1 × D. 0.6 cm (3 1/4 × 1 1/4 × 1/4 in.)","Gift of Egypt Exploration Fund, 1897","From","","","","Egypt","Middle Egypt","Oxyrhynchus (Bahnasa)","","","EEF excavations 1896–97","","","","http://www.metmuseum.org/art/collection/search/572299","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"01.4.161","False","False","572433","Egyptian Art","Amulet, Horus","Horus amulet","","Late Period","Dynasty 26–30","","","","","","","","","","","","522–343 B.C.","-522","-343","Greenish brown faience","H. 4 cm (1 9/16 in.)","Gift of the Egypt Exploration Fund, 1901","From","","","","Egypt","Northern Upper Egypt","Abydos","Cemetery D","Tomb D47","Egypt Exploration Fund excavations","","","","http://www.metmuseum.org/art/collection/search/572433","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"09.183.10.14","False","False","573243","Egyptian Art","Nail","Nail","","Roman Period","","","","","","","","","","","","","30 B.C.–A.D. 346","-30","346","Bronze or copper alloy","L. 3.6 cm (1 7/16 in.)","Gift of The Egyptian Research Account and British School of Archaeology in Egypt, 1909","From","","","","Egypt","Memphite Region","Memphis (Mit Rahina)","","","","","","","http://www.metmuseum.org/art/collection/search/573243","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"35.1.4","False","False","573715","Egyptian Art","Tile, palace of Ramesses II","Tile from the palace of Ramesses II","","New Kingdom, Ramesside","Dynasty 19","reign of Ramesses II","","","","","","","","","","","ca. 1279–1213 B.C.","-1279","-1279","Faience","L. 7.5 cm (2 15/16 in.), W. 6 cm (2 3/8 in.), D. 3 cm (1 3/16 in.)","Purchase, Rogers Fund, Edward S. Harkness Gift and by exchange, 1922, 1929, 1935","From","","","","Egypt","Eastern Delta","Qantir (Piramesse)","Palace of Ramesses II","","","","","","http://www.metmuseum.org/art/collection/search/573715","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"22.1.1284","False","True","575346","Egyptian Art","Necklace, beads","String of Carnelian Ball Beads","","Middle Kingdom–Early New Kingdom","Dynasty 12–18","","","","","","","","","","","","ca. 1981–1295 B.C.","-1981","-1295","Carnelian","L. 26.3 cm (10 3/8 in.)","Rogers Fund and Edward S. Harkness Gift, 1922","From","","","","Egypt","Memphite Region","Lisht North","Cemetery","Debris","MMA excavations, 1920–22","","","","http://www.metmuseum.org/art/collection/search/575346","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"22.3.240","False","True","575407","Egyptian Art","Sieve model","Model Seive from a Foundation Deposit for Hatshepsut's Temple","","New Kingdom","Dynasty 18","Joint reign of Hatshepsut and Thutmose III","","","","","","","","","","","ca. 1479–1458 B.C.","-1473","-1458","Rush","diam. 21.5 cm (8 7/16 in); h. 3.3 cm (1 5/16 in)","Rogers Fund and Edward S. Harkness Gift, 1922","From","","","","Egypt","Upper Egypt, Thebes","Deir el-Bahri","Temple of Hatshepsut, S.E. corner","Foundation Deposit 2b (B)","MMA excavations, 1921–22","","","","http://www.metmuseum.org/art/collection/search/575407","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"25.3.50","False","True","575517","Egyptian Art","bowl, fat, foundation deposit, Hatshepsut","Bowl of Fat","","New Kingdom","Dynasty 18","Joint reign of Hatshepsut and Thutmose III","","","","","","","","","","","ca. 1479–1458 B.C.","-1473","-1458","Pottery, fat","H. 9.2 cm ( 3 in); diam. 15 cm (5 7/8 in)","Rogers Fund, 1925","From","","","","Egypt","Upper Egypt, Thebes","Deir el-Bahri","Temple of Hatshepsut","Foundation Deposit 5 (E)","MMA excavations, 1923–24","","","","http://www.metmuseum.org/art/collection/search/575517","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Bowls"
